Material Description,Material Price,Vendor,Location,Formatted Datetime,Days of the Week
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,20.62,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",10/31/2022 08:50:13,Monday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,17.55,wilmar,"28 Biopolis Road. Singapore, 138568",10/31/2022 08:50:13,Monday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,8.9,linemen-tools,"5941 1st Avenue Eastman, GA, 31023",10/31/2022 08:50:13,Monday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,33.34,dkhardware,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",10/31/2022 08:50:13,Monday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",10/31/2022 08:50:13,Monday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),8.41,amazon,"410 Terry Ave N. Seattle, WA, 98109",10/31/2022 08:50:13,Monday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",10/31/2022 08:50:13,Monday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",10/31/2022 08:50:13,Monday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,pinterest,"651 Brannan St. San Francisco, CA, 94107",10/31/2022 08:50:13,Monday
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,1.15,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",10/31/2022 08:50:13,Monday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),3.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",10/31/2022 08:50:13,Monday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),8.41,amazon,"410 Terry Ave N. Seattle, WA, 98109",10/31/2022 08:50:13,Monday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),4.6,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",10/31/2022 08:50:13,Monday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",10/31/2022 08:50:13,Monday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),20,amazon,"410 Terry Ave N. Seattle, WA, 98109",10/31/2022 08:50:13,Monday
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.6,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",10/31/2022 08:50:13,Monday
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.99,com/p/steel-city-emt-conduit-connector-785991183801,online,10/31/2022 08:50:13,Monday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,114,amazon,"410 Terry Ave N. Seattle, WA, 98109",10/31/2022 08:50:13,Monday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",10/31/2022 08:50:13,Monday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,111.07,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",10/31/2022 08:50:13,Monday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,84.99,landmsupply,"1200 E Us Hwy 169. Grand Rapids, Minnesota, 55744",10/31/2022 08:50:13,Monday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,117,socalelectric,"5512 West Pico Blvd. Los Angeles, CA, 90019",10/31/2022 08:50:13,Monday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",10/31/2022 08:50:13,Monday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",10/31/2022 08:50:13,Monday
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",10/31/2022 08:50:13,Monday
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",10/31/2022 08:50:13,Monday
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,200.02,dkhardware,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",10/31/2022 08:50:13,Monday
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",10/31/2022 08:50:13,Monday
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",10/31/2022 08:50:13,Monday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,765,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",10/31/2022 08:50:13,Monday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,613.64,amazon,"410 Terry Ave N. Seattle, WA, 98109",10/31/2022 08:50:13,Monday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,1047.78,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",10/31/2022 08:50:13,Monday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,379,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",10/31/2022 08:50:13,Monday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,470.43,amazon,"410 Terry Ave N. Seattle, WA, 98109",10/31/2022 08:50:13,Monday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,445.81,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",10/31/2022 08:50:13,Monday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,145,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",10/31/2022 08:50:13,Monday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,155.99,amazon,"410 Terry Ave N. Seattle, WA, 98109",10/31/2022 08:50:13,Monday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,165,wireandcableyourway,"1431 7th St Ste 204. Santa Monica, California, 90401",10/31/2022 08:50:13,Monday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.22,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/01/2022 16:34:26,Tuesday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/01/2022 16:34:26,Tuesday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,4.59,gordonelectricsupply,"1290 N Hobbie Ave. Kankakee, Illinois, 60901",11/01/2022 16:34:26,Tuesday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.24,menards,"4777 Menard Drive. Eau Claire, Wisconsin, 54703",11/01/2022 16:34:26,Tuesday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,11.91,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/01/2022 16:34:26,Tuesday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,12.68,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/01/2022 16:34:26,Tuesday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,10.47,ebarnett,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",11/01/2022 16:34:26,Tuesday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,8.12,gordonelectricsupply,"1290 N Hobbie Ave. Kankakee, Illinois, 60901",11/01/2022 16:34:26,Tuesday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,20.62,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/01/2022 16:34:26,Tuesday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,17.55,wilmar,"28 Biopolis Road. Singapore, 138568",11/01/2022 16:34:26,Tuesday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,33.34,dkhardware,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",11/01/2022 16:34:26,Tuesday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/01/2022 16:34:26,Tuesday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),8.54,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/01/2022 16:34:26,Tuesday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.1,wilmar,"28 Biopolis Road. Singapore, 138568",11/01/2022 16:34:26,Tuesday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/01/2022 16:34:26,Tuesday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.66,supplyworks,"6260 Abbott Dr. Omaha, Nebraska, 68110",11/01/2022 16:34:26,Tuesday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/01/2022 16:34:26,Tuesday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,pinterest,"651 Brannan St. San Francisco, CA, 94107",11/01/2022 16:34:26,Tuesday
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,1.15,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/01/2022 16:34:26,Tuesday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),3.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/01/2022 16:34:26,Tuesday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),8.41,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/01/2022 16:34:26,Tuesday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/01/2022 16:34:26,Tuesday
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.6,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/01/2022 16:34:26,Tuesday
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.99,com/p/steel-city-emt-conduit-connector-785991183801,online,11/01/2022 16:34:26,Tuesday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,111.07,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/01/2022 16:34:26,Tuesday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/01/2022 16:34:26,Tuesday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,172.22,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/01/2022 16:34:26,Tuesday
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/01/2022 16:34:26,Tuesday
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/01/2022 16:34:26,Tuesday
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,200.02,dkhardware,"1835 E Hallandale Bch 264 Hallandale. Beach, FL, 33009",11/01/2022 16:34:26,Tuesday
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/01/2022 16:34:26,Tuesday
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,339.09,qcsupply,"574 Road 11. Schuyler, Nebraska, 68661",11/01/2022 16:34:26,Tuesday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,613.64,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/01/2022 16:34:26,Tuesday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,877.38,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/01/2022 16:34:26,Tuesday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,379,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/01/2022 16:34:26,Tuesday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,470.43,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/01/2022 16:34:26,Tuesday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,445.81,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/01/2022 16:34:26,Tuesday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,145,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/01/2022 16:34:26,Tuesday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,155.99,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/01/2022 16:34:26,Tuesday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.22,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/02/2022 15:57:29,Wednesday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/02/2022 15:57:29,Wednesday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,4.86,gordonelectricsupply,"1290 N Hobbie Ave. Kankakee, Illinois, 60901",11/02/2022 15:57:29,Wednesday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.88,supplyworks,"6260 Abbott Dr. Omaha, Nebraska, 68110",11/02/2022 15:57:29,Wednesday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.24,menards,"4777 Menard Drive. Eau Claire, Wisconsin, 54703",11/02/2022 15:57:29,Wednesday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,11.91,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/02/2022 15:57:29,Wednesday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,10.47,ebarnett,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",11/02/2022 15:57:29,Wednesday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,8.12,gordonelectricsupply,"1290 N Hobbie Ave. Kankakee, Illinois, 60901",11/02/2022 15:57:29,Wednesday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,20.62,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/02/2022 15:57:30,Wednesday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,17.55,wilmar,"28 Biopolis Road. Singapore, 138568",11/02/2022 15:57:30,Wednesday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/02/2022 15:57:30,Wednesday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),5.99,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/02/2022 15:57:30,Wednesday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.1,wilmar,"28 Biopolis Road. Singapore, 138568",11/02/2022 15:57:30,Wednesday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/02/2022 15:57:30,Wednesday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/02/2022 15:57:30,Wednesday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,pinterest,"651 Brannan St. San Francisco, CA, 94107",11/02/2022 15:57:30,Wednesday
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,1.15,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/02/2022 15:57:30,Wednesday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),3.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/02/2022 15:57:30,Wednesday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),5.99,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/02/2022 15:57:30,Wednesday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/02/2022 15:57:30,Wednesday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),2.1,wilmar,"28 Biopolis Road. Singapore, 138568",11/02/2022 15:57:30,Wednesday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),4.6,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/02/2022 15:57:30,Wednesday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/02/2022 15:57:30,Wednesday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),20,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/02/2022 15:57:30,Wednesday
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.6,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/02/2022 15:57:30,Wednesday
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.99,com/p/steel-city-emt-conduit-connector-785991183801,online,11/02/2022 15:57:30,Wednesday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,114,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/02/2022 15:57:30,Wednesday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/02/2022 15:57:30,Wednesday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,111.07,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/02/2022 15:57:30,Wednesday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,84.99,landmsupply,"1200 E Us Hwy 169. Grand Rapids, Minnesota, 55744",11/02/2022 15:57:30,Wednesday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/02/2022 15:57:30,Wednesday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,162.74,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/02/2022 15:57:30,Wednesday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,172.22,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/02/2022 15:57:30,Wednesday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,215,walmart,"702 S.W. 8th St. Bentonville, Arkansas, 72716",11/02/2022 15:57:30,Wednesday
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/02/2022 15:57:30,Wednesday
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/02/2022 15:57:30,Wednesday
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,339.09,qcsupply,"574 Road 11. Schuyler, Nebraska, 68661",11/02/2022 15:57:30,Wednesday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,709,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/02/2022 15:57:30,Wednesday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,613.64,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/02/2022 15:57:30,Wednesday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,1047.78,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/02/2022 15:57:30,Wednesday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,470.43,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/02/2022 15:57:30,Wednesday
500 ft. 6 Gauge Black Stranded Copper THHN Wire,445.81,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/02/2022 15:57:30,Wednesday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,145,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/02/2022 15:57:30,Wednesday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,155.99,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/02/2022 15:57:30,Wednesday
500 ft. 10 Gauge Black Stranded Copper THHN Wire,165,wireandcableyourway,"1431 7th St Ste 204. Santa Monica, California, 90401",11/02/2022 15:57:30,Wednesday
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,4.86,gordonelectricsupply,"1290 N Hobbie Ave. Kankakee, Illinois, 60901",11/03/2022 10:49:30,Thursday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,11.91,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/03/2022 10:49:30,Thursday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,10.47,ebarnett,"4601 Bulls Bay Hwy #100. Jacksonville, FL, 32219",11/03/2022 10:49:30,Thursday
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,8.12,gordonelectricsupply,"1290 N Hobbie Ave. Kankakee, Illinois, 60901",11/03/2022 10:49:30,Thursday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,20.62,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/03/2022 10:49:30,Thursday
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,17.55,wilmar,"28 Biopolis Road. Singapore, 138568",11/03/2022 10:49:30,Thursday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/03/2022 10:49:30,Thursday
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),8.54,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/03/2022 10:49:30,Thursday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/03/2022 10:49:30,Thursday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.66,supplyworks,"6260 Abbott Dr. Omaha, Nebraska, 68110",11/03/2022 10:49:30,Thursday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/03/2022 10:49:30,Thursday
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,pinterest,"651 Brannan St. San Francisco, CA, 94107",11/03/2022 10:49:30,Thursday
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,1.15,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/03/2022 10:49:30,Thursday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),3.98,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/03/2022 10:49:30,Thursday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),5.99,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/03/2022 10:49:30,Thursday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/03/2022 10:49:30,Thursday
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),2.1,wilmar,"28 Biopolis Road. Singapore, 138568",11/03/2022 10:49:30,Thursday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),4.6,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/03/2022 10:49:30,Thursday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),5.99,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/03/2022 10:49:30,Thursday
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),20,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/03/2022 10:49:30,Thursday
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.6,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/03/2022 10:49:30,Thursday
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.99,com/p/steel-city-emt-conduit-connector-785991183801,online,11/03/2022 10:49:30,Thursday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/03/2022 10:49:30,Thursday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,114,amazon,"410 Terry Ave N. Seattle, WA, 98109",11/03/2022 10:49:30,Thursday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/03/2022 10:49:30,Thursday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,111.07,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/03/2022 10:49:30,Thursday
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,84.99,landmsupply,"1200 E Us Hwy 169. Grand Rapids, Minnesota, 55744",11/03/2022 10:49:30,Thursday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/03/2022 10:49:30,Thursday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/03/2022 10:49:30,Thursday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,172.22,ebay,"2025 Hamilton Avenue. San Jose, California, 95125",11/03/2022 10:49:30,Thursday
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,215,walmart,"702 S.W. 8th St. Bentonville, Arkansas, 72716",11/03/2022 10:49:30,Thursday
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/03/2022 10:49:30,Thursday
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/03/2022 10:49:30,Thursday
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,279,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/03/2022 10:49:30,Thursday
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289,lowes,"1000 Lowe's Blvd. Mooresville, NC, 28117",11/03/2022 10:49:30,Thursday
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,339.09,qcsupply,"574 Road 11. Schuyler, Nebraska, 68661",11/03/2022 10:49:30,Thursday
500 ft. 4 Gauge Black Stranded Copper THHN Wire,765,homedepot,"2455 Paces Ferry Rd SE. Atlanta, GA, 30339",11/03/2022 10:49:30,Thursday
